ID,PID,description,name,generation,imageURL,shinyImageURL,weight,type1,type2,height,maxCP,attack,defense,stamina,fleeRate,captureRate,rarity,buddyDistance,pokedexEntry,candyEvolve,legendary,weatherBoost,
"10","011"," <p> <strong>Pokemon GO Metapod</strong> is a <span class=""type bug"">bug</span> type with <strong>419 MAX CP</strong>.<br> Metapod best moveset is <strong>Tackle and Struggle</strong>.<br> Metapod is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/rock"">Rock</a> type moves.<br> Metapod is boosted by Rain weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Metapod","1","https://db.pokemongohub.net/images/pokemon//normal-animated/011.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/011.gif","9.90 kg","BUG"," ","0.70 m","419","45","94","100","9.00%","25.00%","unknown","1 KM","The shell covering this Pokemon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.","50","No","Rain, </td>"
"11","012"," <p> <strong>Pokemon GO Butterfree</strong> is a <span class=""type bug"">bug</span> <span class=""type flying"">flying</span> type with <strong>1701 MAX CP</strong>.<br> Butterfree best moveset is <strong>Bug Bite and Bug Buzz</strong>.<br> Butterfree is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Butterfree is boosted by Rain and Wind weather.<br> ","Butterfree","1","https://db.pokemongohub.net/images/pokemon//normal-animated/012.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/012.gif","32.00 kg","BUG","FLYING","1.10 m","1701","167","151","120","6.00%","12.50%","unknown","1 KM","Butterfree has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest.","-","No","Rain, Wind"
"12","013"," <p> <strong>Pokemon GO Weedle</strong> is a <span class=""type bug"">bug</span> <span class=""type poison"">poison</span> type with <strong>397 MAX CP</strong>.<br> Weedle best moveset is <strong>Bug Bite and Struggle</strong>.<br> Weedle is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/rock"">Rock</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Weedle is boosted by Rain and Cloudy weather.<br> It takes  12  candy to evolve!<br> ","Weedle","1","https://db.pokemongohub.net/images/pokemon//normal-animated/013.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/013.gif","3.20 kg","BUG","POISON","0.30 m","397","63","55","80","20.00%","50.00%","unknown","1 KM","Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).","12","No","Rain, Cloudy"
"13","014"," <p> <strong>Pokemon GO Kakuna</strong> is a <span class=""type bug"">bug</span> <span class=""type poison"">poison</span> type with <strong>392 MAX CP</strong>.<br> Kakuna best moveset is <strong>Bug Bite and Struggle</strong>.<br> Kakuna is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/rock"">Rock</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Kakuna is boosted by Rain and Cloudy weather.<br> It takes  50  candy to evolve!<br> ","Kakuna","1","https://db.pokemongohub.net/images/pokemon//normal-animated/014.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/014.gif","10.00 kg","BUG","POISON","0.60 m","392","46","86","90","9.00%","25.00%","unknown","1 KM","Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch.","50","No","Rain, Cloudy"
"14","015"," <p> <strong>Pokemon GO Beedrill</strong> is a <span class=""type bug"">bug</span> <span class=""type poison"">poison</span> type with <strong>1777 MAX CP</strong>.<br> Beedrill best moveset is <strong>Bug Bite and Sludge Bomb</strong>.<br> Beedrill is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/rock"">Rock</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Beedrill is boosted by Rain and Cloudy weather.<br> <span class=""counters-short-description""> ","Beedrill","1","https://db.pokemongohub.net/images/pokemon//normal-animated/015.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/015.gif","29.50 kg","BUG","POISON","1.00 m","1777","169","150","130","6.00%","12.50%","unknown","1 KM","Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm.","-","No","Rain, Cloudy"
"15","016"," <p> <strong>Pokemon GO Pidgey</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>580 MAX CP</strong>.<br> Pidgey best moveset is <strong>Quick Attack and Aerial Ace</strong>.<br> Pidgey is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Pidgey is boosted by PartlyCloudy and Wind weather.<br> It takes  12  candy to evolve!<br> <span class=""counters-short-description""> ","Pidgey","1","https://db.pokemongohub.net/images/pokemon//normal-animated/016.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/016.gif","1.80 kg","NORMAL","FLYING","0.30 m","580","85","76","80","20.00%","50.00%","unknown","1 KM","Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","12","No","PartlyCloudy, Wind"
"16","017"," <p> <strong>Pokemon GO Pidgeotto</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>1085 MAX CP</strong>.<br> Pidgeotto best moveset is <strong>Steel Wing and Aerial Ace</strong>.<br> Pidgeotto is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Pidgeotto is boosted by PartlyCloudy and Wind weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> ","Pidgeotto","1","https://db.pokemongohub.net/images/pokemon//normal-animated/017.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/017.gif","30.00 kg","NORMAL","FLYING","1.10 m","1085","117","108","126","9.00%","25.00%","unknown","1 KM","Pidgeotto claims a large area as its own territory. This Pokemon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.","50","No","PartlyCloudy, Wind"
"17","018"," <p> <strong>Pokemon GO Pidgeot</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>1994 MAX CP</strong>.<br> Pidgeot best moveset is <strong>Wing Attack and Hurricane</strong>.<br> Pidgeot is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Pidgeot is boosted by PartlyCloudy and Wind weather.<br> <span class=""counters-short-description""> </span> ","Pidgeot","1","https://db.pokemongohub.net/images/pokemon//normal-animated/018.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/018.gif","39.50 kg","NORMAL","FLYING","1.50 m","1994","166","157","166","6.00%","12.50%","unknown","1 KM","This Pokemon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokemon.","-","No","PartlyCloudy, Wind"
"18","019"," <p> <strong>Pokemon GO Rattata</strong> is a <span class=""type normal"">normal</span> type with <strong>588 MAX CP</strong>.<br> Rattata best moveset is <strong>Quick Attack and Hyper Fang</strong>.<br> Rattata is vulnerable to <a href=""/type/fighting"">Fighting</a> type moves.<br> Rattata is boosted by PartlyCloudy weather.<br> It takes  25  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> <ul> ","Rattata","1","https://db.pokemongohub.net/images/pokemon//normal-animated/019.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/019.gif","3.50 kg","NORMAL"," ","0.30 m","588","103","70","60","20.00%","50.00%","unknown","1 KM","Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","25","No","PartlyCloudy, </td>"
"19","020"," <p> <strong>Pokemon GO Raticate</strong> is a <span class=""type normal"">normal</span> type with <strong>1549 MAX CP</strong>.<br> Raticate best moveset is <strong>Quick Attack and Hyper Beam</strong>.<br> Raticate is vulnerable to <a href=""/type/fighting"">Fighting</a> type moves.<br> Raticate is boosted by PartlyCloudy weather.<br> <span class=""counters-short-description""> </span> </p> <ul> <li> ","Raticate","1","https://db.pokemongohub.net/images/pokemon//normal-animated/020.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/020.gif","18.50 kg","NORMAL"," ","0.70 m","1549","161","144","110","7.00%","20.00%","unknown","1 KM","Raticate's sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses.","-","No","PartlyCloudy, </td>"
"20","021"," <p> <strong>Pokemon GO Spearow</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>673 MAX CP</strong>.<br> Spearow best moveset is <strong>Quick Attack and Sky Attack</strong>.<br> Spearow is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Spearow is boosted by PartlyCloudy and Wind weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> ","Spearow","1","https://db.pokemongohub.net/images/pokemon//normal-animated/021.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/021.gif","2.00 kg","NORMAL","FLYING","0.30 m","673","112","61","80","15.00%","50.00%","unknown","1 KM","Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","50","No","PartlyCloudy, Wind"
"21","022"," <p> <strong>Pokemon GO Fearow</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>1814 MAX CP</strong>.<br> Fearow best moveset is <strong>Steel Wing and Sky Attack</strong>.<br> Fearow is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Fearow is boosted by PartlyCloudy and Wind weather.<br> <span class=""counters-short-description""> </span> ","Fearow","1","https://db.pokemongohub.net/images/pokemon//normal-animated/022.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/022.gif","38.00 kg","NORMAL","FLYING","1.20 m","1814","182","135","130","7.00%","20.00%","unknown","1 KM","Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.","-","No","PartlyCloudy, Wind"
"22","023"," <p> <strong>Pokemon GO Ekans</strong> is a <span class=""type poison"">poison</span> type with <strong>778 MAX CP</strong>.<br> Ekans best moveset is <strong>Acid and Sludge Bomb</strong>.<br> Ekans is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Ekans is boosted by Cloudy weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Ekans","1","https://db.pokemongohub.net/images/pokemon//normal-animated/023.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/023.gif","6.90 kg","POISON"," ","2.00 m","778","110","102","70","15.00%","50.00%","unknown","3 KM","Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.","50","No","Cloudy, </td>"
"23","024"," <p> <strong>Pokemon GO Arbok</strong> is a <span class=""type poison"">poison</span> type with <strong>1737 MAX CP</strong>.<br> Arbok best moveset is <strong>Bite and Gunk Shot</strong>.<br> Arbok is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Arbok is boosted by Cloudy weather.<br> <span class=""counters-short-description""> </span> </p> <ul> ","Arbok","1","https://db.pokemongohub.net/images/pokemon//normal-animated/024.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/024.gif","65.00 kg","POISON"," ","3.50 m","1737","167","158","120","7.00%","20.00%","unknown","3 KM","This Pokemon is terrifically strong in order to constrict things with its body. It can even flatten steel oil drums. Once Arbok wraps its body around its foe, escaping its crunching embrace is impossible.","-","No","Cloudy, </td>"
"24","025"," <p> <strong>Pokemon GO Pikachu</strong> is a <span class=""type electric"">electric</span> type with <strong>787 MAX CP</strong>.<br> Pikachu best moveset is <strong>Thunder Shock and Wild Charge</strong>.<br> Pikachu is vulnerable to <a href=""/type/ground"">Ground</a> type moves.<br> Pikachu is boosted by Rain weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> <ul> ","Pikachu","1","https://db.pokemongohub.net/images/pokemon//normal-animated/025.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/025.gif","6.00 kg","ELECTRIC"," ","0.40 m","787","112","101","70","10.00%","20.00%","unknown","1 KM","This Pokemon has electricity-storing pouches on its cheeks. These appear to become electrically charged during the night while Pikachu sleeps. It occasionally discharges electricity when it is dozy after waking up.","50","No","Rain, </td>"
"25","026"," <p> <strong>Pokemon GO Raichu</strong> is a <span class=""type electric"">electric</span> type with <strong>2025 MAX CP</strong>.<br> Raichu best moveset is <strong>Thunder Shock and Wild Charge</strong>.<br> Raichu is vulnerable to <a href=""/type/ground"">Ground</a> type moves.<br> Raichu is boosted by Rain weather.<br> <span class=""counters-short-description""> </span> </p> <ul> <li> ","Raichu","1","https://db.pokemongohub.net/images/pokemon//normal-animated/026.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/026.gif","30.00 kg","ELECTRIC"," ","0.80 m","2025","193","165","120","6.00%","10.00%","unknown","1 KM","This Pokemon exudes a weak electrical charge from all over its body that makes it take on a slight glow in darkness. Raichu plants its tail in the ground to discharge electricity.","-","No","Rain, </td>"
"26","027"," <p> <strong>Pokemon GO Sandshrew</strong> is a <span class=""type ground"">ground</span> type with <strong>1194 MAX CP</strong>.<br> Sandshrew best moveset is <strong>Mud Shot and Dig</strong>.<br> Sandshrew is vulnerable to <a href=""/type/grass"">Grass</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/water"">Water</a> type moves.<br> Sandshrew is boosted by Clear weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Sandshrew","1","https://db.pokemongohub.net/images/pokemon//normal-animated/027.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/027.gif","12.00 kg","GROUND"," ","0.60 m","1194","126","145","100","10.00%","50.00%","unknown","3 KM","Sandshrew has a very dry hide that is extremely tough. The Pokemon can roll into a ball that repels any attack. At night, it burrows into the desert sand to sleep.","50","No","Clear, </td>"
"27","028"," <p> <strong>Pokemon GO Sandslash</strong> is a <span class=""type ground"">ground</span> type with <strong>2328 MAX CP</strong>.<br> Sandslash best moveset is <strong>Mud Shot and Earthquake</strong>.<br> Sandslash is vulnerable to <a href=""/type/grass"">Grass</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/water"">Water</a> type moves.<br> Sandslash is boosted by Clear weather.<br> <span class=""counters-short-description""> </span> </p> ","Sandslash","1","https://db.pokemongohub.net/images/pokemon//normal-animated/028.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/028.gif","29.50 kg","GROUND"," ","1.00 m","2328","182","202","150","6.00%","20.00%","unknown","3 KM","Sandslash can roll up its body as if it were a ball covered with large spikes. In battle, this Pokemon will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws.","-","No","Clear, </td>"
"28","029"," <p> <strong>Pokemon GO Nidoran♀</strong> is a <span class=""type poison"">poison</span> type with <strong>736 MAX CP</strong>.<br> Nidoran♀ best moveset is <strong>Poison Sting and Sludge Bomb</strong>.<br> Nidoran♀ is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Nidoran♀ is boosted by Cloudy weather.<br> It takes  25  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Nidoran♀","1","https://db.pokemongohub.net/images/pokemon//normal-animated/029.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/029.gif","7.00 kg","POISON"," ","0.40 m","736","86","94","110","15.00%","50.00%","unknown","3 KM","Nidoran♀ has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokemon. When enraged, it releases a horrible toxin from its horn.","25","No","Cloudy, </td>"
"29","030"," <p> <strong>Pokemon GO Nidorina</strong> is a <span class=""type poison"">poison</span> type with <strong>1218 MAX CP</strong>.<br> Nidorina best moveset is <strong>Poison Sting and Sludge Bomb</strong>.<br> Nidorina is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Nidorina is boosted by Cloudy weather.<br> It takes  100  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Nidorina","1","https://db.pokemongohub.net/images/pokemon//normal-animated/030.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/030.gif","20.00 kg","POISON"," ","0.80 m","1218","117","126","140","7.00%","25.00%","unknown","3 KM","When Nidorina are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This Pokemon appears to become nervous if separated from the others.","100","No","Cloudy, </td>"
"30","031"," <p> <strong>Pokemon GO Nidoqueen</strong> is a <span class=""type poison"">poison</span> <span class=""type ground"">ground</span> type with <strong>2338 MAX CP</strong>.<br> Nidoqueen best moveset is <strong>Poison Jab and Earthquake</strong>.<br> Nidoqueen is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/water"">Water</a> type moves.<br> Nidoqueen is boosted by Cloudy and Clear weather.<br> <span class=""counters-short-description""> ","Nidoqueen","1","https://db.pokemongohub.net/images/pokemon//normal-animated/031.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/031.gif","60.00 kg","POISON","GROUND","1.30 m","2338","180","174","180","5.00%","12.50%","unknown","3 KM","Nidoqueen's body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This Pokemon is at its strongest when it is defending its young.","-","No","Cloudy, Clear"
"31","032"," <p> <strong>Pokemon GO Nidoran♂</strong> is a <span class=""type poison"">poison</span> type with <strong>739 MAX CP</strong>.<br> Nidoran♂ best moveset is <strong>Poison Sting and Sludge Bomb</strong>.<br> Nidoran♂ is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Nidoran♂ is boosted by Cloudy weather.<br> It takes  25  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Nidoran♂","1","https://db.pokemongohub.net/images/pokemon//normal-animated/032.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/032.gif","9.00 kg","POISON"," ","0.50 m","739","105","76","92","15.00%","50.00%","unknown","3 KM","Nidoran♂ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this Pokemon's notice.","25","No","Cloudy, </td>"
